,text,labels,predictions
2644,Once William's ran out of BS to say....guess I better stop lying and agree to what's true and honest,Non_hope_speech,Non_hope_speech
2645,Love the people cheering who are so scared to oppose this.  I will be safe if I just Cheer !  Walk down the street at 2am,Non_hope_speech,Non_hope_speech
2646,@Jessica Walker That's not true at all. The East is more anti-LGBT than the West and this has nothing to do with any religious doctrine,Non_hope_speech,Non_hope_speech
2647,NOXISUM How? The whole statement was created to support people of color saying that all lives matter and we shouldn’t be killing people on their race I understand that black lives are definitely more in need but I don’t understand what’s wrong with the phrase.,Non_hope_speech,Non_hope_speech
2648,@Beast Slasher you're just so hateful.,Non_hope_speech,Non_hope_speech
2649,Yoselin GarcianAll Lives Matter,Non_hope_speech,Non_hope_speech
2650,Neither do boards,Non_hope_speech,Non_hope_speech
2651,You're very wrong. You're not supposed to be saying that. You are not God. There's only one judge. You my friend need to repent right now and ask for forgiveness.,Non_hope_speech,Non_hope_speech
2652,A guy flew a banner over burnley football club saying  white lives matter guess what! he is being hunted down as a racist.,Non_hope_speech,Non_hope_speech
2653,We are souls having a human experience that is it n We all matter to God,Non_hope_speech,Non_hope_speech
2654,Have a look at the trailer for a new movie I’m making about 2020!,Non_hope_speech,Non_hope_speech
2655,How easy for a sheriff to say a list of grievances doesn't exist.,Non_hope_speech,Non_hope_speech
2656,It's okay to be white.,Non_hope_speech,Non_hope_speech
2657,Imagine being white and booing when someone says Black lives matter,Non_hope_speech,Non_hope_speech
2658,Amazing Worenwu I’m sorry but I’m not treating other races better than my race and I’m not treating them worse,Non_hope_speech,Non_hope_speech
2659,Get off the couch and find a job,Non_hope_speech,Non_hope_speech
2660,The reason those words matter to you mr sanders  is because you are the biggest recipient of the donations to blm....which is a left wing funnel for the dnc...2020 is the end for all of this treasonous antihuman agenda,Non_hope_speech,Non_hope_speech
2661,@The Rage Commenter In the main parts of Ankara and Istanbul. Not really the rural areas.,Non_hope_speech,Non_hope_speech
2663,Nobody should be punished because this is justice. Black Lives Matter.,Non_hope_speech,Non_hope_speech
2664,“God gave us a choice. My choice is to love.” IM CRYING!!!!! I love that kid,Hope_speech,Hope_speech
2665,Protester condemned by the government would be more appropriate.  All the rest was in favour. nnGovernment condemned for upholding a symbol of slavery  would be better.nn(Sky will probably silence comments in a day. Shame on them.),Non_hope_speech,Non_hope_speech
2666,I have NEVER beat a child,Non_hope_speech,Non_hope_speech
2668,i just found out this is still a thing in utah,Non_hope_speech,Non_hope_speech
2669,Does not exist except for the thousands of videos proving it exists.,Non_hope_speech,Non_hope_speech
2670,I agree. Corona Lives Matter,Non_hope_speech,Non_hope_speech
2671,How is she out of touch?,Non_hope_speech,Non_hope_speech
2672,Equality in misery certainly is possible and that’s what they’re unknowingly fighting for.,Non_hope_speech,Non_hope_speech
2673,After the Floyd killing,Non_hope_speech,Non_hope_speech
2674,I dont hate our brothers and sisters from Black Community,Non_hope_speech,Non_hope_speech
2675,She's dressed like Michael Jackson.,Non_hope_speech,Non_hope_speech
2676,Well every lives matter actually nEven monsters !nLike me,Non_hope_speech,Non_hope_speech
2677,FUNNY HOW EVERY LIFE MATTERS WHEN YOU ARE OK WITH CIVILIAN CASUALTIES IN SERIA IN THE NAME OF FIGHTING TERROR. YOU KILL WHEN YOU WANT AND SAY IT'S  LEGAL.,Non_hope_speech,Non_hope_speech
2678,@Alex Rivas what you see in others is a reflection of self. So While y'all call Trump racist the finger is pointed right back at you,Non_hope_speech,Non_hope_speech
2679,@MrPinbert I doubt that was their intention,Non_hope_speech,Non_hope_speech
2680,people are only saying blm to not get cancelled these days,Non_hope_speech,Non_hope_speech
2681,the Slave Master,Non_hope_speech,Non_hope_speech
2682,Oh I get it you're talkin about Black  Americans why do people call them African Americans  none of them ever even been to  Africa probably,Non_hope_speech,Non_hope_speech
2683,The only historic thing about this is the complete lack of police brave enough to do their job. The demonstrators are nothing more than vandals,Non_hope_speech,Non_hope_speech
2684,It's a trap,Non_hope_speech,Non_hope_speech
2685,Amsterdam's protest is probably the least needed in the world since amsterdam is incredibly diverse and accepting. Not to mention that only police officers can have guns,Non_hope_speech,Non_hope_speech
2686,WHY COULDN'T THEY FIX HER MIC,Non_hope_speech,Non_hope_speech
2687,homosexual. ality and stuff,Non_hope_speech,Non_hope_speech
2688,Marcus is amazing,Non_hope_speech,Non_hope_speech
2689,Casey Heart Hello fellow asexual,Non_hope_speech,Non_hope_speech
2690,are you all going to ignore the fact that if it was a white dude saying it,Non_hope_speech,Non_hope_speech
2691,@Maggie Paul  I think people have been using the term all lives matter a lot longer than the retaliation against the big blm,Non_hope_speech,Non_hope_speech
2693,Wow they would be disappointed in what is going on now.,Non_hope_speech,Non_hope_speech
2694,Miley Cyrus has let herself go a bit,Non_hope_speech,Non_hope_speech
2695,Let's have a squad of elephants pushing them into the canal,Non_hope_speech,Non_hope_speech
2696,Bloody ridiculous.  Nothing to be proud about removing a statue. There are other better ways to achieve what they want instead of vandalism through public disorder.nALL LIVES MATTER,Non_hope_speech,Non_hope_speech
2697,If ALL AMERICA WAS BLACK YOU CAN SAY THAT,Non_hope_speech,Non_hope_speech
2698,@RealityCheck because they resist arrest,Non_hope_speech,Non_hope_speech
2699,Xoxo madonna thank you for being you,Non_hope_speech,Non_hope_speech
2700,Why the f are you asking little kids this,Non_hope_speech,Non_hope_speech
2701,Cried with joy watching this.. .We not done yet.... We will keep changing the world in y'all Names.,Non_hope_speech,Non_hope_speech
2702,Nothing said about the churchill statue defaced in London.,Non_hope_speech,Non_hope_speech
2703,@Donnie Inzodda II yeh but its not just saying black lives matter only.,Non_hope_speech,Non_hope_speech
2704,5 years later...,Non_hope_speech,Non_hope_speech
2705,It really isn't misleading when there are extreme cases.,Non_hope_speech,Non_hope_speech
2706,@alice dees I agree with you 100%,Non_hope_speech,Non_hope_speech
2707,@Ed Snowden Hitler statues?? Wise up. People will always go out of there way to be offended that's the 21st century full of bellends!,Non_hope_speech,Non_hope_speech
2708,Lorenna Kocijancic I wasn’t talking to you. I was talking to Boet T GG haha,Non_hope_speech,Non_hope_speech
2709,Over our choices now? yeah,Non_hope_speech,Non_hope_speech
2711,It's not having few opportunitiesnIt's their OWN choice,Non_hope_speech,Non_hope_speech
2712,It would be nice to have a discussion where people don’t try talking over each other and you can actually understand what is being said.,Non_hope_speech,Non_hope_speech
2713,Not everyone believes in what you believe in.,Non_hope_speech,Non_hope_speech
2714,HS Priti Patel thinks property right is more important than 120 years of justice denied.  What is more utterly disgraceful here?,Non_hope_speech,Non_hope_speech
2715,Her lips no longer look natural. What has happened to this beauty?,Non_hope_speech,Non_hope_speech
2716,L W that’s some gammon spelling,Non_hope_speech,Non_hope_speech
2717,@Dangus BLM is kind of like feminism. At first it was about equality,Non_hope_speech,Non_hope_speech
2718,@S. Tagerius u really have nothing better to do,Non_hope_speech,Non_hope_speech
2719,People need to stand out and protesting for All lives matter!,Hope_speech,Hope_speech
2720,In 100 years,Non_hope_speech,Non_hope_speech
2721,Thank you.  Last time I checked all lives mattered - unless of course you have an agenda ...,Non_hope_speech,Non_hope_speech
2722,And them coppers are fuckin useless.. Running off...lmfao..get the  riot shields out and give em some plastic bullets.. These thugs will soon yield,Non_hope_speech,Non_hope_speech
2723,I love my cat....Small lives matter.,Non_hope_speech,Non_hope_speech
2724,Check the Washington Post Database....he is correct there is not systemic police brutality towards non-white race....check the database...in 2019 there were 10 NON-white,Non_hope_speech,Non_hope_speech
2725,Filman Riya I’m sorry I just like that game.,Non_hope_speech,Non_hope_speech
2726,Michael LeBreton you know it dude,Non_hope_speech,Non_hope_speech
2727,Open your eyes Democrat  are evil they want destroyed  family,Non_hope_speech,Non_hope_speech
2728,Lol I want to study math not engineering,Non_hope_speech,Non_hope_speech
2729,ok i'll bite. what about the 8 year old girl shot by blm protesters? what about the white lady who said all lives matter and walked away peacefully and got shot moments later? what about david dorn? what about all the other deaths? you know its only certain black lives matter to them right? its a agenda and nothing more. it may have started off with good intentions but those are gone.,Non_hope_speech,Non_hope_speech
2730,Ass clowns at that!,Non_hope_speech,Non_hope_speech
2731,@Kills Alone Bravo... Hear hear!!!,Non_hope_speech,Non_hope_speech
2732,he's so precious🥺,Non_hope_speech,Non_hope_speech
2733,Why dont you just leave if the country is that bad stop crying about it and  just go somewhere else is it probably you won't get all the WELFARE  FREEBIES and other countries  wouldn't  put up with your BULL CRAP,Non_hope_speech,Non_hope_speech
2734,I agree that all lives matter although I care about no one else's life except for my family's and friends. Those are the only lifes that matter to me.,Non_hope_speech,Non_hope_speech
2735,This happens every 4 years because of the dumfuk Democrats,Non_hope_speech,Non_hope_speech
2737,No Knee  no apologies all lifes matter  they have an agenda that is scary I have mixed race grandchildren  of course all lifes  too much violence we need Police more than ever not defunding  my white son feels oppressed not privileged  that's sad for all our children shame on us for letting this get out of control it's dangerous for us all,Non_hope_speech,Non_hope_speech
2738,The way i came out was literally coming out of a closet in Pride Month and they laughed and hoped i was joking. Nope,Non_hope_speech,Non_hope_speech
2739,But that guy used his money for good... I hate slave trading and all,Non_hope_speech,Non_hope_speech
2740,DIVIDE ET IMPERA. ! Divide society into blacks and whites,Non_hope_speech,Non_hope_speech
2741,Wait that's a girl?,Non_hope_speech,Non_hope_speech
